record_id,standard_acronym,project_public_id,project_name,country_standard,project_type,project_status,geometry_type,wkt
EQE_03186B01-759A-11EF-8CDF-02DDA4B22A8D_2026-04-01,EQE,ERS1010,Regenerating the Brazilian Caatinga for a Sustainable Territorial Development,Brazil,Terrestrial Forest Restoration,Active (MRV),MultiPolygon,"MULTIPOLYGON (((-43.247406 -8.23193, -43.250608 -8.232256, -43.24958 -8.241355, -43.240527 -8.240497, -43.241312 -8.231301, -43.247406 -8.23193)), ((-43.247857 -8.257426, -43.238234 -8.251638, -43.233067 -8.253258, -43.233144 -8.242439, -43.233636 -8.230377, -43.23433 -8.216322, -43.252014 -8.215372, -43.251877 -8.218923, -43.251716 -8.221653, -43.251727 -8.221974, -43.251623 -8.222642, -43.268117 -8.224435, -43.267622 -8.229481, -43.267903 -8.230975, -43.268539 -8.234421, -43.269357 -8.238644, -43.262634 -8.237817, -43.262631 -8.237762, -43.259638 -8.23736, -43.250385 -8.234184, -43.250595 -8.232265, -43.260599 -8.233316, -43.260703 -8.226353, -43.258373 -8.226141, -43.25604 -8.225925, -43.251367 -8.225494, -43.251534 -8.221666, -43.250454 -8.221512, -43.249192 -8.22137, -43.249066 -8.222361, -43.24243 -8.221576, -43.241297 -8.23125, -43.240446 -8.240545, -43.249576 -8.24141, -43.247857 -8.257426)), ((-43.253517 -8.18052, -43.253758 -8.180522, -43.253802 -8.179972, -43.254107 -8.179655, -43.254249 -8.178063, -43.254195 -8.177087, -43.254563 -8.177114, -43.254314 -8.180988, -43.253574 -8.180904, -43.253517 -8.18052)), ((-43.254606 -8.176375, -43.254564 -8.177114, -43.254197 -8.177087, -43.254245 -8.17808, -43.254101 -8.179652, -43.236339 -8.178406, -43.236495 -8.175097, -43.254606 -8.176375)), ((-43.23636 -8.178413, -43.254117 -8.179654, -43.253809 -8.179958, -43.253753 -8.180517, -43.253515 -8.180518, -43.253214 -8.181469, -43.253831 -8.180977, -43.253756 -8.181988, -43.253765 -8.182653, -43.254184 -8.182798, -43.252055 -8.21536, -43.2348 -8.216273, -43.23636 -8.178413)), ((-43.259645 -8.237367, -43.262633 -8.237768, -43.262204 -8.242703, -43.277234 -8.244401, -43.277833 -8.246432, -43.277917 -8.248985, -43.281386 -8.245712, -43.283518 -8.245669, -43.282516 -8.24842, -43.285014 -8.247169, -43.28528 -8.245129, -43.285838 -8.244876, -43.287322 -8.247613, -43.287254 -8.245239, -43.304494 -8.246552, -43.304203 -8.255832, -43.305359 -8.256772, -43.303377 -8.264605, -43.302979 -8.27402, -43.232715 -8.26742, -43.233308 -8.253216, -43.238266 -8.251648, -43.247868 -8.257456, -43.250413 -8.234217, -43.259645 -8.237367)), ((-43.309652 -8.222422, -43.309503 -8.274571, -43.303028 -8.274003, -43.303411 -8.264661, -43.304277 -8.261859, -43.305408 -8.256676, -43.304234 -8.255825, -43.304475 -8.246548, -43.287296 -8.245241, -43.287322 -8.247604, -43.285798 -8.244817, -43.285379 -8.245146, -43.284993 -8.247187, -43.282565 -8.248461, -43.283527 -8.245652, -43.28142 -8.245692, -43.277933 -8.248958, -43.277887 -8.24644, -43.277253 -8.244378, -43.262328 -8.242699, -43.262634 -8.237824, -43.269363 -8.238648, -43.267638 -8.229473, -43.268143 -8.224414, -43.251623 -8.222626, -43.251743 -8.221984, -43.309652 -8.222422)), ((-43.260615 -8.230155, -43.260671 -8.226363, -43.251336 -8.225509, -43.251504 -8.221671, -43.249203 -8.221402, -43.249087 -8.222381, -43.242449 -8.221603, -43.241298 -8.231291, -43.260563 -8.23327, -43.260557 -8.233209, -43.260615 -8.230155)))"
